Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Day,Quarter,IsWeekend,Log_Weekly_Sales,WeekOfYear
1,2010-07-02,1492418.14,0,80.91,2.669,211.2235333,7.787,2010,7,2,3,0,14.215908945226799,26
1,2010-07-09,1546074.18,0,80.48,2.642,211.108414,7.787,2010,7,9,3,0,14.251230135666441,27
1,2010-07-16,1448938.92,0,83.15,2.623,211.1003854,7.787,2010,7,16,3,0,14.186342757365217,28
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,2010,7,23,3,0,14.141258494295231,29
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,2010,7,30,3,0,14.13177104932625,30
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,2010,8,6,3,0,14.288941295460173,31
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,2010,8,13,3,0,14.226453143929806,32
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,2010,8,20,3,0,14.229658851201133,33
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,2010,8,27,3,0,14.186483540042047,34
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,2010,9,3,3,0,14.247399806345413,35
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,2010,9,10,3,0,14.22593779432524,36
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,2010,9,17,3,0,14.173450470492778,37
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,2010,9,24,3,0,14.11694169978843,38
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,2010,10,1,4,0,14.189368377113922,39
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,2010,10,8,4,0,14.226454582693016,40
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,2010,10,15,4,0,14.193542870942032,41
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,2010,10,22,4,0,14.112242803773754,42
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,2010,10,29,4,0,14.140640296688753,43
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,2010,11,5,4,0,14.254836064012428,44
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,2010,11,12,4,0,14.21728920608763,45
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,2010,11,19,4,0,14.210106934818699,46
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,2010,11,26,4,0,14.486220449653285,47
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,2010,12,3,4,0,14.252496800579673,48
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,2010,12,10,4,0,14.33585984335524,49
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,2010,12,17,4,0,14.452635347988908,50
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,2010,12,24,4,0,14.685946317774935,51
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,2010,12,31,4,0,14.128363916228995,52
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,2011,1,7,1,0,14.183435281176564,1
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,2011,1,14,1,0,14.145544225700371,2
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,2011,1,21,1,0,14.09873753620479,3
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,2011,1,28,1,0,14.090791283099605,4
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,2011,2,4,1,0,14.289649736525519,5
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,2011,2,11,1,0,14.316053049084722,6
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,2011,2,18,1,0,14.338369754987733,7
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,2011,2,25,1,0,14.19175368603326,8
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,2011,3,4,1,0,14.307926402890157,9
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,2011,3,11,1,0,14.255823131785899,10
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,2011,3,18,1,0,14.270920122520295,11
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,2011,3,25,1,0,14.248009198359659,12
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,2011,4,1,2,0,14.217680743772945,13
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,2011,4,8,2,0,14.294387422114434,14
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,2011,4,15,2,0,14.260125863919061,15
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,22,2,0,14.263281876998393,16
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,29,2,0,14.19057947378436,17
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,5,6,2,0,14.303717668907108,18
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,13,2,0,14.288495102364475,19
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,5,20,2,0,14.171938960514176,20
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,5,27,2,0,14.198080677953271,21
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,2011,6,3,2,0,14.307201929941403,22
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,6,10,2,0,14.278583550737093,23
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,17,2,0,14.242160253054978,24
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,24,2,0,14.179341640555348,25
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,7,1,3,0,14.213305720430062,26
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,7,8,3,0,14.2439436313376,27
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,15,3,0,14.190599596025189,28
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,22,3,0,14.14978596904457,29
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,29,3,0,14.117258828465056,30
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,2011,8,5,3,0,14.300639686668458,31
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,8,12,3,0,14.237602071505675,32
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,19,3,0,14.241276489509747,33
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,26,3,0,14.197157218954738,34
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,2,3,0,14.253914006898343,35
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,9,3,0,14.247599576733158,36
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,16,3,0,14.23043794385368,37
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,23,3,0,14.137609470058086,38
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,30,3,0,14.148091540610183,39
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,7,4,0,14.304698332844653,40
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,14,4,0,14.216650947945439,41
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,21,4,0,14.222683393741804,42
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,28,4,0,14.183792937217683,43
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,4,4,0,14.344508410059841,44
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,11,4,0,14.28234660697055,45
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,18,4,0,14.246958308005654,46
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,25,4,0,14.525181299475344,47
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,2,4,0,14.275517479968974,48
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,9,4,0,14.403121307394173,49
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,16,4,0,14.447408558899655,50
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,23,4,0,14.635374081990511,51
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,30,4,0,14.219283381633186,52
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,1,6,1,0,14.254004763492786,1
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,13,1,0,14.193674470252011,2
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,20,1,0,14.14797107266475,3
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,27,1,0,14.09263200529622,4
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,2,3,1,0,14.307972995741183,5
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,2,10,1,0,14.40467318135674,6
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2012,2,17,1,0,14.414276177420055,7
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2012,2,24,1,0,14.246896031982233,8
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,3,2,1,0,14.339304780748678,9
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,3,9,1,0,14.331581695933636,10
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,2012,3,16,1,0,14.332799517303433,11
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,3,23,1,0,14.228327951659512,12
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,3,30,1,0,14.316046805187602,13
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,4,6,2,0,14.457194892921569,14
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,2012,4,13,2,0,14.298573973247228,15
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,4,20,2,0,14.23525908397863,16
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,2012,4,27,2,0,14.200044373673366,17
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,2012,5,4,2,0,14.336991802421933,18
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,5,11,2,0,14.29242590243029,19
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,2012,5,18,2,0,14.282950196743954,20
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,2012,5,25,2,0,14.257272589885545,21
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,6,1,2,0,14.300697448408794,22
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,6,8,2,0,14.344509223148796,23
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,2012,6,15,2,0,14.30446350936842,24
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,6,22,2,0,14.239369988447109,25
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,2012,6,29,2,0,14.24756728092018,26
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,7,6,3,0,14.386408270693238,27
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,7,13,3,0,14.23882543353013,28
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,7,20,3,0,14.219611909912922,29
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,7,27,3,0,14.17954564646461,30
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,8,3,3,0,14.304787746878512,31
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,8,10,3,0,14.28075975905719,32
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,17,3,0,14.284181455767857,33
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,8,24,3,0,14.217050224933061,34
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,31,3,0,14.274253776076298,35
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,9,7,3,0,14.323392852383085,36
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,2012,9,14,3,0,14.232528586679843,37
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,2012,9,21,3,0,14.225052052973004,38
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,9,28,3,0,14.178110098767874,39
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,10,5,4,0,14.328805312915422,40
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,10,12,4,0,14.268542104016484,41
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,10,19,4,0,14.226341093058023,42
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,10,26,4,0,14.216740537227983,43
2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,2010,2,5,1,0,14.574909070089168,5
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,2010,2,12,1,0,14.575292732401277,6
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,2010,2,19,1,0,14.569024698913505,7
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2010,2,26,1,0,14.438824301360903,8
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,2010,3,5,1,0,14.504154679957363,9
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,2010,3,12,1,0,14.503888775073255,10
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,2010,3,19,1,0,14.481323478353218,11
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,2010,3,26,1,0,14.375239945161342,12
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,2010,4,2,2,0,14.54121627008532,13
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,2010,4,9,2,0,14.485742278487377,14
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,2010,4,16,2,0,14.444097318480202,15
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,2010,4,23,2,0,14.415440927593549,16
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,2010,4,30,2,0,14.404658124197734,17
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,5,7,2,0,14.52972559938846,18
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2010,5,14,2,0,14.447182977942207,19
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,2010,5,21,2,0,14.455751617915604,20
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,5,28,2,0,14.486981951859919,21
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,2010,6,4,2,0,14.558657137940587,22
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,6,11,2,0,14.521346771153278,23
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2010,6,18,2,0,14.509476383343092,24
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2010,6,25,2,0,14.478161463342204,25
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,2010,7,2,3,0,14.51062661900636,26
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,2010,7,9,3,0,14.447262868267602,27
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,2010,7,16,3,0,14.428467114494932,28
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,2010,7,23,3,0,14.393089023823636,29
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,2010,7,30,3,0,14.405653976872037,30
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,2010,8,6,3,0,14.504605027373088,31
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,2010,8,13,3,0,14.455047050526769,32
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,2010,8,20,3,0,14.490664949781772,33
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,2010,8,27,3,0,14.438150233058128,34
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,2010,9,3,3,0,14.459787343386369,35
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,2010,9,10,3,0,14.424803099245695,36
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,2010,9,17,3,0,14.399905142929393,37
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,2010,9,24,3,0,14.360481471299453,38
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,2010,10,1,4,0,14.418427420844877,39
2,2010-10-08,1849921.44,0,63.19,2.633,211.4044906,8.163,2010,10,8,4,0,14.430654271851335,40
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,2010,10,15,4,0,14.400157014234772,41
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,2010,10,22,4,0,14.368216033162543,42
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,2010,10,29,4,0,14.40482722403966,43
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,2010,11,5,4,0,14.47771512040098,44
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,2010,11,12,4,0,14.466174855074572,45
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,2010,11,19,4,0,14.486790468018334,46
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,2010,11,26,4,0,14.793357727732326,47
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,2010,12,3,4,0,14.516517901348806,48
2,2010-12-10,2378726.55,0,45.5,2.843,211.1247993,8.163,2010,12,10,4,0,14.68207625981806,49
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,2010,12,17,4,0,14.774541858717313,50
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,2010,12,24,4,0,15.04982108827634,51
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,2010,12,31,4,0,14.37537520064707,52
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,2011,1,7,1,0,14.37971681640653,1
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.028,2011,1,14,1,0,14.371803448328388,2
2,2011-01-21,1751384.9,0,41.4,3.016,211.4864691,8.028,2011,1,21,1,0,14.37591797533556,3
2,2011-01-28,1695371.68,0,42.83,3.01,211.8552668,8.028,2011,1,28,1,0,14.343413144835266,4
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,2011,2,4,1,0,14.47269228087291,5
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,2011,2,11,1,0,14.589335295407576,6
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,2011,2,18,1,0,14.548304236018481,7
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,2011,2,25,1,0,14.421743854963768,8
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,2011,3,4,1,0,14.499419587910491,9
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,2011,3,11,1,0,14.446307919097304,10
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,2011,3,18,1,0,14.45871020135697,11
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,2011,3,25,1,0,14.384319983177459,12
2,2011-04-01,1800171.36,0,55.43,3.524,214.4886908,7.931,2011,4,1,2,0,14.403392973837677,13
2,2011-04-08,1847552.61,0,67.0,3.622,214.7252242,7.931,2011,4,8,2,0,14.429372948974832,14
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,2011,4,15,2,0,14.434186768186937,15
2,2011-04-22,1886339.6,0,69.39,3.807,215.1096657,7.931,2011,4,22,2,0,14.45014931971985,16
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931,2011,4,29,2,0,14.372578119068608,17
2,2011-05-06,1837743.6,0,61.48,3.906,215.4448709,7.931,2011,5,6,2,0,14.424049616856285,18
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.931,2011,5,13,2,0,14.424468232672151,19
2,2011-05-20,1688281.86,0,67.14,3.907,215.3834778,7.931,2011,5,20,2,0,14.33922251118962,20
2,2011-05-27,1797732.56,0,76.42,3.786,215.1544822,7.931,2011,5,27,2,0,14.402037296158639,21
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.931,2011,6,3,2,0,14.47497540936925,22
2,2011-06-10,1929153.16,0,83.4,3.648,214.6964908,7.931,2011,6,10,2,0,14.472592205750137,23
2,2011-06-17,1953771.99,0,86.53,3.637,214.6513538,7.931,2011,6,17,2,0,14.485272927763114,24
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.931,2011,6,24,2,0,14.39824380918583,25
2,2011-07-01,1866243.0,0,85.69,3.524,214.8368678,7.852,2011,7,1,3,0,14.43943841282702,26
2,2011-07-08,1853161.99,0,87.7,3.48,214.9296249,7.852,2011,7,8,3,0,14.432404461463998,27
2,2011-07-15,1785187.29,0,89.83,3.575,215.0134426,7.852,2011,7,15,3,0,14.395034452226605,28
2,2011-07-22,1743816.41,0,89.34,3.651,215.0749122,7.852,2011,7,22,3,0,14.371587181869126,29
2,2011-07-29,1680693.06,0,90.07,3.682,215.1363819,7.852,2011,7,29,3,0,14.334717397016728,30
2,2011-08-05,1876704.26,0,93.34,3.684,215.1978515,7.852,2011,8,5,3,0,14.445028276067571,31
2,2011-08-12,1812768.26,0,91.58,3.638,215.2593211,7.852,2011,8,12,3,0,14.410366211918811,32
2,2011-08-19,1844094.59,0,89.86,3.554,215.3229307,7.852,2011,8,19,3,0,14.427499520149906,33
2,2011-08-26,1821139.91,0,90.45,3.523,215.386897,7.852,2011,8,26,3,0,14.414973736276156,34
2,2011-09-02,1809119.7,0,89.64,3.533,215.4508632,7.852,2011,9,2,3,0,14.408351484097448,35
2,2011-09-09,1748000.65,1,77.97,3.546,215.5148295,7.852,2011,9,9,3,0,14.373983779133098,36
2,2011-09-16,1691439.52,0,78.85,3.526,215.6944378,7.852,2011,9,16,3,0,14.341091102529058,37
2,2011-09-23,1669299.78,0,75.58,3.467,216.0282356,7.852,2011,9,23,3,0,14.327915402105097,38
2,2011-09-30,1650394.44,0,78.14,3.355,216.3620333,7.852,2011,9,30,3,0,14.316525477768808,39
2,2011-10-07,1837553.43,0,69.92,3.285,216.6958311,7.441,2011,10,7,4,0,14.42394613139912,40
2,2011-10-14,1743882.19,0,71.67,3.274,217.0048261,7.441,2011,10,14,4,0,14.371624902996912,41
2,2011-10-21,1834680.25,0,64.53,3.353,217.1650042,7.441,2011,10,21,4,0,14.42238131866015,42
2,2011-10-28,1769296.25,0,65.87,3.372,217.3251824,7.441,2011,10,28,4,0,14.38609299181288,43
2,2011-11-04,1959707.9,0,55.53,3.332,217.4853605,7.441,2011,11,4,4,0,14.488306499768289,44
2,2011-11-11,1920725.15,0,59.33,3.297,217.6455387,7.441,2011,11,11,4,0,14.468213875628189,45
2,2011-11-18,1902762.5,0,62.01,3.308,217.8670218,7.441,2011,11,18,4,0,14.458817861098556,46
2,2011-11-25,2614202.3,1,56.36,3.236,218.1130269,7.441,2011,11,25,4,0,14.776469943669262,47
2,2011-12-02,1954952.0,0,48.74,3.172,218.3590319,7.441,2011,12,2,4,0,14.4858767101919,48
2,2011-12-09,2290549.32,0,41.76,3.158,218.605037,7.441,2011,12,9,4,0,14.64430266107002,49
2,2011-12-16,2432736.52,0,50.13,3.159,218.8217928,7.441,2011,12,16,4,0,14.70452773267416,50
2,2011-12-23,3224369.8,0,46.66,3.112,218.9995495,7.441,2011,12,23,4,0,14.986248388402185,51
2,2011-12-30,1874226.52,1,44.57,3.129,219.1773063,7.441,2011,12,30,4,0,14.443707143162392,52
2,2012-01-06,1799520.14,0,46.75,3.157,219.355063,7.057,2012,1,6,1,0,14.403031154139915,1
2,2012-01-13,1744725.48,0,45.99,3.261,219.5328198,7.057,2012,1,13,1,0,14.372108356347212,2
2,2012-01-20,1711769.11,0,51.7,3.268,219.6258417,7.057,2012,1,20,1,0,14.353038545125195,3
2,2012-01-27,1660906.14,0,50.5,3.29,219.7188636,7.057,2012,1,27,1,0,14.322874480951954,4
